entity_id,type,order_id,payment_id,method,currency,debit_paise,credit_paise,amount_paise,fee_paise,tax_paise,settlement_id,settled_at,settlement_utr,settlement_status,settlement_net_amount_paise,settlement_fee_paise,settlement_tax_paise,settlement_created_at
pay_aj7y0leq0oryb2,payment,order_sjjsmv0tab4y5s,pay_aj7y0leq0oryb2,upi,INR,0,9900,9900,0,0,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
pay_e721sjlu0g77bm,payment,order_9eqcg7ptx7o0tp,pay_e721sjlu0g77bm,upi,INR,0,44700,44700,0,0,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
pay_kbsri3zcovgyfu,payment,order_teh5qqj1agaggu,pay_kbsri3zcovgyfu,upi,INR,0,9900,9900,0,0,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
pay_kfejsl427gqv66,payment,order_ijr98raehkdv3r,pay_kfejsl427gqv66,card,INR,0,28759,29454,589,106,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
pay_pgus5pt84fqlmd,payment,"  ORDER_PTXBQDLHH31DFP ",pay_pgus5pt84fqlmd,card,INR,0,97054,99400,1988,358,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
pay_sy193w44vmq5ym,payment,order_6qfw3hot9r440b,pay_sy193w44vmq5ym,upi,INR,0,433600,433600,0,0,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
pay_u21iunqrkvtb0k,payment,order_8lla32oycuu0nr,pay_u21iunqrkvtb0k,upi,INR,0,908545,908545,0,0,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,"  854852179048 ",processed,4185799,45243,8146,2025-05-16T05:30:00Z
pay_ugz8b6tttkx1uq,payment,order_z05jx9dc1zdz4u,pay_ugz8b6tttkx1uq,upi,INR,0,19600,19600,0,0,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
pay_vkv14w84g7u2k0,payment,order_6cui90ytcap9ij,pay_vkv14w84g7u2k0,card,INR,0,9666,9900,198,36," setl_ftiuxiuet8jyzo ",2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
pay_xjjqbg82s89j1y,payment,order_98ipri59sdk9q7,pay_xjjqbg82s89j1y,card,INR,0,52796,54072,1081,195,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
"RFND_MXF1ETXVKVB1E0  ",refund,order_iw9xa27llrdha1,pay_nwesuvv9s2c5rd,,INR,7590,0,7590,0,0,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
rfnd_vhhfjzjqnois37,refund,order_swttdhelgid6ox,pay_45e784hrlrysjy,,INR,38590,0,38590,0,0,setl_ftiuxiuet8jyzo,2025-05-16T05:30:00Z,854852179048,processed,4185799,45243,8146,2025-05-16T05:30:00Z
pay_4xdqcvax8bq682,payment,order_vtjf1cub68hjo8,pay_4xdqcvax8bq682,card,INR,0,91782,94000,1880,338,setl_991x6he4dndeyi,2025-05-17T05:30:00Z,065784438412,on_hold,1978546,32959,5932,2025-05-17T05:30:00Z
pay_84kh96lntotz3m,payment,"  order_4de82uu9ys66c0  ",pay_84kh96lntotz3m,upi,INR,0,57300,57300,0,0,setl_991x6he4dndeyi,2025-05-17T05:30:00Z,"065784438412 ",on_hold,1978546,32959,5932,2025-05-17T05:30:00Z
" PAY_98383FD9BR5Y1L  ",payment,order_zv83ra6csrytv4,pay_98383fd9br5y1l,card,INR,0,11834,12120,242,44,setl_991x6he4dndeyi,2025-05-17T05:30:00Z,065784438412,on_hold,1978546,32959,5932,2025-05-17T05:30:00Z
pay_f28t3cd7j4o2f6,payment,order_r98tmiybd95p9j,pay_f28t3cd7j4o2f6,upi,INR,0,142984,142984,0,0,setl_991x6he4dndeyi,2025-05-17T05:30:00Z,065784438412,on_hold,1978546,32959,5932,2025-05-17T05:30:00Z
pay_hw3wtpbq51gcsy,payment,order_l8xcwwasa4fb9o,pay_hw3wtpbq51gcsy,upi,INR,0,24200,24200,0,0,setl_991x6he4dndeyi,2025-05-17T05:30:00Z,065784438412,on_hold,1978546,32959,5932,2025-05-17T05:30:00Z
pay_inaljwvbs2zk2m,payment,order_ig88rl3cz6r1m0,pay_inaljwvbs2zk2m,card,INR,0,120488,123400,2468,444,setl_991x6he4dndeyi,2025-05-17T05:30:00Z,065784438412,on_hold,1978546,32959,5932,2025-05-17T05:30:00Z
pay_mxb6zni8eilcyi,payment,order_xbymudsi6ue0lp,pay_mxb6zni8eilcyi,card,INR,0,1374336,1407554,28151,5067,setl_991x6he4dndeyi,2025-05-17T05:30:00Z,065784438412,on_hold,1978546,32959,5932,2025-05-17T05:30:00Z
pay_w6qq3v7eecs0n8,payment,order_jpvu3a5lcj1j3i,pay_w6qq3v7eecs0n8,upi,INR,0,145979,145979,0,0,setl_991x6he4dndeyi,2025-05-17T05:30:00Z,065784438412,on_hold,1978546,32959,5932,2025-05-17T05:30:00Z
pay_zwpak3iy0xf6s3,payment,order_b73ictyr2c3pe7," PAY_zwpak3iy0xf6s3 ",wallet,INR,0,9643,9900,218,39,setl_991x6he4dndeyi,2025-05-17T05:30:00Z,065784438412,on_hold,1978546,32959,5932,2025-05-17T05:30:00Z
pay_1h7v7wf5tvnosc,payment,order_kwf6j8s32kncoe,pay_1h7v7wf5tvnosc,upi,INR,0,10967,10967,0,0,setl_lmbeocgq5gqsto,2025-05-18T05:30:00Z," 686560634089  ",processed,1490230,16008,2882,2025-05-18T05:30:00Z
" pay_2lhuvsy9h868c6  ",payment,order_vym8gx8825v08f,pay_2lhuvsy9h868c6,upi,INR,0,14300,14300,0,0,setl_lmbeocgq5gqsto,2025-05-18T05:30:00Z,686560634089,processed,1490230,16008,2882,2025-05-18T05:30:00Z
pay_7nokf9avjjosf4,payment,order_kh6efi53rz0dod,pay_7nokf9avjjosf4,upi,INR,0,135469,135469,0,0,setl_lmbeocgq5gqsto,2025-05-18T05:30:00Z,686560634089,processed,1490230,16008,2882,2025-05-18T05:30:00Z
pay_9ojqllhswo9m8b,payment,order_1g5gy8ishrstez,pay_9ojqllhswo9m8b,wallet,INR,0,12078,12400,273,49,setl_lmbeocgq5gqsto,2025-05-18T05:30:00Z,686560634089,processed,1490230,16008,2882,2025-05-18T05:30:00Z
pay_axwlzt329ta98e,payment,order_n52wq95t937byj,"PAY_axwlzt329ta98e ",upi,INR,0,9900,9900,0,0,setl_lmbeocgq5gqsto,2025-05-18T05:30:00Z,686560634089,processed,1490230,16008,2882,2025-05-18T05:30:00Z
pay_buz2lpq8tmknax,payment,order_aun5mmycua96s4,pay_buz2lpq8tmknax,upi,INR,0,248461,248461,0,0,setl_lmbeocgq5gqsto,2025-05-18T05:30:00Z,686560634089,processed,1490230,16008,2882,2025-05-18T05:30:00Z
pay_drh1tv7w0kfba1,payment,order_pk44vc7mvlr204,pay_drh1tv7w0kfba1,upi,INR,0,74200,74200,0,0,setl_lmbeocgq5gqsto,2025-05-18T05:30:00Z,"686560634089 ",processed,1490230,16008,2882,2025-05-18T05:30:00Z
pay_e8c28ln1qsv3a1,payment,order_qj1k5l2c04pvci,pay_e8c28ln1qsv3a1,card,INR,0,51438,52682,1054,190,setl_lmbeocgq5gqsto,2025-05-18T05:30:00Z,686560634089,processed,1490230,16008,2882,2025-05-18T05:30:00Z
pay_fwvmlfd0lcri0j,payment,order_dtdggqn0itj6m9,pay_fwvmlfd0lcri0j,netbanking,INR,0,16933,17300,311,56,setl_lmbeocgq5gqsto,2025-05-18T05:30:00Z,686560634089,processed,1490230,16008,2882,2025-05-18T05:30:00Z
pay_j36bshlza5ttqi,payment,order_j48kowf7pw6cew,"PAY_J36BSHLZA5TTQI ",upi,INR,0,24900,24900,0,0,setl_lmbeocgq5gqsto,2025-05-18T05:30:00Z,686560634089,processed,1490230,16008,2882,2025-05-18T05:30:00Z
pay_lgwb5usmxt5zwr,payment,order_lcy8ai1f73ni9n,pay_lgwb5usmxt5zwr,wallet,INR,0,24059,24700,543,98,setl_lmbeocgq5gqsto,2025-05-18T05:30:00Z,686560634089,processed,1490230,16008,2882,2025-05-18T05:30:00Z
pay_ms1pe72725e49b,payment,order_7y98r5nh0pnfqd,pay_ms1pe72725e49b,upi,INR,0,44169,44169,0,0,setl_lmbeocgq5gqsto,2025-05-18T05:30:00Z,686560634089,processed,1490230,16008,2882,2025-05-18T05:30:00Z
pay_o1cf7jt0bbh17v,payment," ORDER_YGUP9QD1ZTRA2N ",pay_o1cf7jt0bbh17v,card,INR,0,665390,681472,13629,2453,setl_lmbeocgq5gqsto,2025-05-18T05:30:00Z,686560634089,processed,1490230,16008,2882,2025-05-18T05:30:00Z
" pay_pzy91teb0py3w5 ",payment,order_8a5ucuznybtahv,pay_pzy91teb0py3w5,card,INR,0,9666,9900,198,36,setl_lmbeocgq5gqsto,2025-05-18T05:30:00Z," 686560634089  ",processed,1490230,16008,2882,2025-05-18T05:30:00Z
pay_q2qkzesk8q39tt,payment,order_rker54237pnzfy,pay_q2qkzesk8q39tt,upi,INR,0,30000,30000,0,0,setl_lmbeocgq5gqsto,2025-05-18T05:30:00Z,686560634089,processed,1490230,16008,2882,2025-05-18T05:30:00Z
pay_v4fbu7lzxlp5mj,payment,order_55ysd4vbbyqaxv,pay_v4fbu7lzxlp5mj,upi,INR,0,118300,118300,0,0,setl_lmbeocgq5gqsto,2025-05-18T05:30:00Z,686560634089,processed,1490230,16008,2882,2025-05-18T05:30:00Z
pay_05ghmds0a644oh,payment,order_qfx74zb7uhwfpz,pay_05ghmds0a644oh,upi,INR,0,22700,22700,0,0,setl_1lavyk7eg9la4s,2025-05-19T05:30:00Z,388699184071,processed,6726026,35490,6390,2025-05-19T05:30:00Z
pay_0l5gti9xjkfnuy,payment,order_knh5qqxi1kmeh5,pay_0l5gti9xjkfnuy,upi,INR,0,145026,145026,0,0,setl_1lavyk7eg9la4s,2025-05-19T05:30:00Z,388699184071,processed,6726026,35490,6390,2025-05-19T05:30:00Z
pay_1myqr8d3fbam0s,payment,order_axevg87qkojmnw,pay_1myqr8d3fbam0s,netbanking,INR,0,48546,49600,893,161,setl_1lavyk7eg9la4s,2025-05-19T05:30:00Z,388699184071,processed,6726026,35490,6390,2025-05-19T05:30:00Z
pay_2j28rrrccj4wwx,payment,order_az1vt4m08ru55d,pay_2j28rrrccj4wwx,upi,INR,0,4356600,4356600,0,0,setl_1lavyk7eg9la4s,2025-05-19T05:30:00Z,388699184071,processed,6726026,35490,6390,2025-05-19T05:30:00Z
pay_47oz28uju44eha,payment,order_pgwgpsp0521dlx,pay_47oz28uju44eha,card,INR,0,9666,9900,198,36,setl_1lavyk7eg9la4s,2025-05-19T05:30:00Z,388699184071,processed,6726026,35490,6390,2025-05-19T05:30:00Z
pay_4dj9k4q7y4t7na,payment,order_hr7076sbcewmfe,pay_4dj9k4q7y4t7na,card,INR,0,516697,529186,10584,1905,"  SETL_1lavyk7eg9la4s  ",2025-05-19T05:30:00Z,388699184071,processed,6726026,35490,6390,2025-05-19T05:30:00Z
pay_fgo1a4vmbjokgk,payment,order_r4l53a0e63yy3d,pay_fgo1a4vmbjokgk,upi,INR,0,61800,61800,0,0,setl_1lavyk7eg9la4s,2025-05-19T05:30:00Z,388699184071,processed,6726026,35490,6390,2025-05-19T05:30:00Z
pay_iz35nyd6nbcnx6,payment,order_k94yerxc9b7090,pay_iz35nyd6nbcnx6,netbanking,INR,0,705838,721156,12981,2337,setl_1lavyk7eg9la4s,2025-05-19T05:30:00Z,388699184071,processed,6726026,35490,6390,2025-05-19T05:30:00Z
pay_joxapm78d7eiwk,payment,order_56qqy8mf1pd6cg,pay_joxapm78d7eiwk,upi,INR,0,41900,41900,0,0,setl_1lavyk7eg9la4s,2025-05-19T05:30:00Z,388699184071,processed,6726026,35490,6390,2025-05-19T05:30:00Z
pay_k8onmoaew6zztg,payment,order_d71e0kqc7egtty,pay_k8onmoaew6zztg,upi,INR,0,195900,195900,0,0,"setl_1lavyk7eg9la4s ",2025-05-19T05:30:00Z,388699184071,processed,6726026,35490,6390,2025-05-19T05:30:00Z
pay_oba4gavcelec8y,payment,order_ooa992p4fw7xhx,"pay_oba4gavcelec8y  ",upi,INR,0,42300,42300,0,0,setl_1lavyk7eg9la4s,2025-05-19T05:30:00Z,388699184071,processed,6726026,35490,6390,2025-05-19T05:30:00Z
pay_tm66c02xwv4pap,payment,order_gljgzld3dqv91q,pay_tm66c02xwv4pap,card,INR,0,215491,220700,4414,795,setl_1lavyk7eg9la4s,2025-05-19T05:30:00Z,"388699184071  ",processed,6726026,35490,6390,2025-05-19T05:30:00Z
pay_tytt891lwy5n5l,payment,order_k3th78js47yu3l,pay_tytt891lwy5n5l,upi,INR,0,50138,50138,0,0,setl_1lavyk7eg9la4s,2025-05-19T05:30:00Z,388699184071,processed,6726026,35490,6390,2025-05-19T05:30:00Z
pay_xqsqaclugfzkmc,payment,order_bliq409yd3l7oj,pay_xqsqaclugfzkmc,card,INR,0,313424,321000,6420,1156,setl_1lavyk7eg9la4s,2025-05-19T05:30:00Z,388699184071,processed,6726026,35490,6390,2025-05-19T05:30:00Z
pay_7gulr2hg1q2rvw,payment,order_oo8ulmlml3j3jv,pay_7gulr2hg1q2rvw,upi,INR,0,26100,26100,0,0,"  setl_5k77ta7ivloujs  ",2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_8rv2g9uomx1mpu,payment,order_ag3l1f7xthj92e,pay_8rv2g9uomx1mpu,netbanking,INR,0,30146,30800,554,100,setl_5k77ta7ivloujs,2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_a5gxh9ij2qreuq,payment,order_y956cdtvqhupg5,pay_a5gxh9ij2qreuq,upi,INR,0,9900,9900,0,0,setl_5k77ta7ivloujs,2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_djkvxf70iu2vyo,payment,order_570bm8lwxog4kh,pay_djkvxf70iu2vyo,upi,INR,0,381848,381848,0,0,setl_5k77ta7ivloujs,2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_ezhkwmmwq3dhm5,payment,order_vxwogaznlaexkb,pay_ezhkwmmwq3dhm5,upi,INR,0,33500,33500,0,0,setl_5k77ta7ivloujs,2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_gpecu3pq1ewc01,payment,"  ORDER_OF82STAJHDL3ZA  ",pay_gpecu3pq1ewc01,upi,INR,0,17800,17800,0,0,setl_5k77ta7ivloujs,2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_hba2f8ptm07lld,payment,order_owbdegxsoh4zli,pay_hba2f8ptm07lld,upi,INR,0,15975,15975,0,0,setl_5k77ta7ivloujs,2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_hn9yi7pxuribyf,payment,"  order_o0sb8kgr2p4mwa ",pay_hn9yi7pxuribyf,upi,INR,0,24700,24700,0,0,"SETL_5k77ta7ivloujs ",2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_ixvsk3fpsx4zfa,payment,order_ggwfhdljtq050o,pay_ixvsk3fpsx4zfa,upi,INR,0,63000,63000,0,0,setl_5k77ta7ivloujs,2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_jw5kjrou6aytlw,payment,order_53cw4dbdm7kitq,pay_jw5kjrou6aytlw,upi,INR,0,160117,160117,0,0,setl_5k77ta7ivloujs,2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_l4hzjxgqmsnvgb,payment,order_lnbdmh355l7mmh,pay_l4hzjxgqmsnvgb,card,INR,0,154174,157900,3158,568,setl_5k77ta7ivloujs,2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_or2vne4412n1hu,payment,"order_34zhkz5zo9mcar ",pay_or2vne4412n1hu,upi,INR,0,14300,14300,0,0,setl_5k77ta7ivloujs,2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_r0ul4zv0i4myxq,payment,order_g4pyv960s7clqp,pay_r0ul4zv0i4myxq,wallet,INR,0,9643,9900,218,39,setl_5k77ta7ivloujs,2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_sok2xfn72e1rjd,payment,order_1c90qdygey8vlc,pay_sok2xfn72e1rjd,upi,INR,0,432313,432313,0,0,setl_5k77ta7ivloujs,2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_sud8kct893yvum,payment,order_28wcdxe4brsphl,pay_sud8kct893yvum,upi,INR,0,11200,11200,0,0,setl_5k77ta7ivloujs,2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_tyh1iexvth7s0b,payment,order_02nh2sec1p52r8,pay_tyh1iexvth7s0b,upi,INR,0,44600,44600,0,0,setl_5k77ta7ivloujs,2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_vnwvlnp8srczma,payment,order_i2qc5ipy2ms1kj,pay_vnwvlnp8srczma,upi,INR,0,622066,622066,0,0,setl_5k77ta7ivloujs,2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_w8fbnhh4b9ec9b,payment,order_u31bhpxswzziba,pay_w8fbnhh4b9ec9b,card,INR,0,20504,21000,420,76,setl_5k77ta7ivloujs,2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_z8kw8zg5ia56hx,payment,order_eliev5xz159u01,pay_z8kw8zg5ia56hx,wallet,INR,0,19469,19988,440,79,setl_5k77ta7ivloujs,2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
"RFND_zum1wc7ejkc6go ",refund,order_ep1j7jdbrn1w9u,pay_a0ok950rdghc8y,,INR,3069,0,3069,0,0,"  setl_5k77ta7ivloujs  ",2025-05-20T05:30:00Z,839201103045,on_hold,2088286,4790,862,2025-05-20T05:30:00Z
pay_0300aysepx04o4,payment,order_rprfl1zslky9su," pay_0300aysepx04o4  ",upi,INR,0,572500,572500,0,0,setl_xudm54h74ksosx,2025-05-21T05:30:00Z,145434440445,processed,7608695,54858,9875,2025-05-21T05:30:00Z
pay_304k4crd8cfovr,payment,order_or0djb3dcmylfh,pay_304k4crd8cfovr,upi,INR,0,9900,9900,0,0,setl_xudm54h74ksosx,2025-05-21T05:30:00Z,145434440445,processed,7608695,54858,9875,2025-05-21T05:30:00Z
pay_5gsbouky86py8l,payment,order_m5y36k1q8b68yh,pay_5gsbouky86py8l,netbanking,INR,0,45904,46900,844,152,setl_xudm54h74ksosx,2025-05-21T05:30:00Z,145434440445,processed,7608695,54858,9875,2025-05-21T05:30:00Z
pay_64zcmn5qwxty8k,payment,order_qvr1n6vwicsmp3,pay_64zcmn5qwxty8k,upi,INR,0,35700,35700,0,0,setl_xudm54h74ksosx,2025-05-21T05:30:00Z,145434440445,processed,7608695,54858,9875,2025-05-21T05:30:00Z
pay_974zzgeyr7xj7g,payment,order_f3modwc3zxyr8o," PAY_974zzgeyr7xj7g ",upi,INR,0,139400,139400,0,0,setl_xudm54h74ksosx,2025-05-21T05:30:00Z,145434440445,processed,7608695,54858,9875,2025-05-21T05:30:00Z
"PAY_A25G0P48U5LT9X  ",payment,order_yn6nvbr0f3uifi,pay_a25g0p48u5lt9x,wallet,INR,0,151366,155400,3419,615,"  SETL_XUDM54H74KSOSX ",2025-05-21T05:30:00Z,145434440445,processed,7608695,54858,9875,2025-05-21T05:30:00Z
pay_bvbjcg2tag4r3l,payment,order_sjw5ri50lhsyva,pay_bvbjcg2tag4r3l,upi,INR,0,203000,203000,0,0,setl_xudm54h74ksosx,2025-05-21T05:30:00Z,145434440445,processed,7608695,54858,9875,2025-05-21T05:30:00Z
pay_cp6i0qzhs3i3ap,payment,order_tfhf7ay2b80odq,pay_cp6i0qzhs3i3ap,upi,INR,0,3449236,3449236,0,0,setl_xudm54h74ksosx,2025-05-21T05:30:00Z,145434440445,processed,7608695,54858,9875,2025-05-21T05:30:00Z
pay_eb8q5ulyfhahp1,payment,order_7gqhjbe70318ck,pay_eb8q5ulyfhahp1,netbanking,INR,0,379661,387900,6982,1257,setl_xudm54h74ksosx,2025-05-21T05:30:00Z,145434440445,processed,7608695,54858,9875,2025-05-21T05:30:00Z
pay_fq82t60hggqpr3,payment,order_1dnsw86n3yr9rv,pay_fq82t60hggqpr3,upi,INR,0,10300,10300,0,0,"  SETL_XUDM54H74KSOSX ",2025-05-21T05:30:00Z,145434440445,processed,7608695,54858,9875,2025-05-21T05:30:00Z
pay_j1bx78uhwitaio,payment,"ORDEr_upffqdvuayle7e ",pay_j1bx78uhwitaio,upi,INR,0,221842,221842,0,0,setl_xudm54h74ksosx,2025-05-21T05:30:00Z,145434440445,processed,7608695,54858,9875,2025-05-21T05:30:00Z
pay_ml28e1rtvvfj3u,payment,order_hxs7pj27eip2rt,pay_ml28e1rtvvfj3u,upi,INR,0,20100,20100,0,0,setl_xudm54h74ksosx,2025-05-21T05:30:00Z,145434440445,processed,7608695,54858,9875,2025-05-21T05:30:00Z
pay_rjwwj62wws6o83,payment,order_ign8rz43j3njc0,pay_rjwwj62wws6o83,card,INR,0,1024654,1049420,20988,3778,setl_xudm54h74ksosx,2025-05-21T05:30:00Z,145434440445,processed,7608695,54858,9875,2025-05-21T05:30:00Z
pay_s1jdqjfdo0jq9j,payment,order_ppyn96hi2kmm8z,pay_s1jdqjfdo0jq9j,upi,INR,0,62230,62230,0,0,setl_xudm54h74ksosx,2025-05-21T05:30:00Z,145434440445,processed,7608695,54858,9875,2025-05-21T05:30:00Z
pay_u3av7tlpbd94cl,payment,order_onohwtn2rdf22w," pay_u3av7tlpbd94cl ",upi,INR,0,89200,89200,0,0,setl_xudm54h74ksosx,2025-05-21T05:30:00Z,145434440445,processed,7608695,54858,9875,2025-05-21T05:30:00Z
pay_ym6s7ifl9s9axv,payment,order_vovhez0k77pvmx,pay_ym6s7ifl9s9axv,wallet,INR,0,160034,164300,3615,651,setl_xudm54h74ksosx,2025-05-21T05:30:00Z,145434440445,processed,7608695,54858,9875,2025-05-21T05:30:00Z
pay_z0a3bj3pue5gw6,payment,order_4r5f5b15giip2o,pay_z0a3bj3pue5gw6,netbanking,INR,0,851129,869600,15653,2818,setl_xudm54h74ksosx,2025-05-21T05:30:00Z,145434440445,processed,7608695,54858,9875,2025-05-21T05:30:00Z
pay_z60cxqlx5p6bru,payment,order_p00td351bqnpde,pay_z60cxqlx5p6bru,netbanking,INR,0,182539,186500,3357,604," SETL_XUDM54H74KSOSX  ",2025-05-21T05:30:00Z,145434440445,processed,7608695,54858,9875,2025-05-21T05:30:00Z
adj_qfhtq64qmw5wct,adjustment,,,,,648900,0,648900,0,0,setl_iltaxvzwnxp6g9,2025-05-22T05:30:00Z,610399985117,processed,1098897,17370,3127,2025-05-22T05:30:00Z
"  pay_absc0wao3mh0xb  ",payment,order_ovg9gyzutw61ac,pay_absc0wao3mh0xb,upi,INR,0,29400,29400,0,0,setl_iltaxvzwnxp6g9,2025-05-22T05:30:00Z,610399985117,processed,1098897,17370,3127,2025-05-22T05:30:00Z
PAY_FGU7XPNUPFXJK5,payment,order_6luexriy49trbb,pay_fgu7xpnupfxjk5,card,INR,0,123124,126100,2522,454,setl_iltaxvzwnxp6g9,2025-05-22T05:30:00Z,610399985117,processed,1098897,17370,3127,2025-05-22T05:30:00Z
"PAY_FIBH7JBCOJ5LJD ",payment,order_qrnnrdnnbv0u9q,pay_fibh7jbcoj5ljd,upi,INR,0,9900,9900,0,0,setl_iltaxvzwnxp6g9,2025-05-22T05:30:00Z,610399985117,processed,1098897,17370,3127,2025-05-22T05:30:00Z
pay_gw2yimafg0r5qs,payment,order_c3wcrz8lp8bxxb,pay_gw2yimafg0r5qs,card,INR,0,84906,86958,1739,313,setl_iltaxvzwnxp6g9,2025-05-22T05:30:00Z,610399985117,processed,1098897,17370,3127,2025-05-22T05:30:00Z
pay_k1sygzsvakr7b1,payment,order_rt2a5sskf2jo3c,pay_k1sygzsvakr7b1,upi,INR,0,279600,279600,0,0,setl_iltaxvzwnxp6g9,2025-05-22T05:30:00Z,610399985117,processed,1098897,17370,3127,2025-05-22T05:30:00Z
pay_lg4l01bqr9axnm,payment,order_xusexdlq1iany5,pay_lg4l01bqr9axnm,upi,INR,0,94100,94100,0,0,setl_iltaxvzwnxp6g9,2025-05-22T05:30:00Z,610399985117,processed,1098897,17370,3127,2025-05-22T05:30:00Z
pay_lgzsg5xzrb8m43,payment,order_xy4sramt3agzgo,pay_lgzsg5xzrb8m43,netbanking,INR,0,134384,137300,2471,445,setl_iltaxvzwnxp6g9,2025-05-22T05:30:00Z,610399985117,processed,1098897,17370,3127,2025-05-22T05:30:00Z
pay_ll2tiulvdxzvwu,payment,order_dtj7z8s56zqk2a,pay_ll2tiulvdxzvwu,netbanking,INR,0,55084,56279,1013,182,setl_iltaxvzwnxp6g9,2025-05-22T05:30:00Z,610399985117,processed,1098897,17370,3127,2025-05-22T05:30:00Z
pay_p3dlmtz6fqwrd4,payment,order_792rlx4e9xl0nw,pay_p3dlmtz6fqwrd4,netbanking,INR,0,70588,72120,1298,234,setl_iltaxvzwnxp6g9,2025-05-22T05:30:00Z,610399985117,processed,1098897,17370,3127,2025-05-22T05:30:00Z
pay_q1n11tk3l9ekdx,payment,order_dsnpm07e5kditk,pay_q1n11tk3l9ekdx,upi,INR,0,16800,16800,0,0,setl_iltaxvzwnxp6g9,2025-05-22T05:30:00Z," 610399985117",processed,1098897,17370,3127,2025-05-22T05:30:00Z
pay_rti3bztsykli56,payment,order_ra5qb9wnrquw5h,pay_rti3bztsykli56,card,INR,0,261416,267735,5355,964,setl_iltaxvzwnxp6g9,2025-05-22T05:30:00Z,610399985117,processed,1098897,17370,3127,2025-05-22T05:30:00Z
pay_tmmchtsd0b4osm,payment,order_a5y0750km1tw53,pay_tmmchtsd0b4osm,upi,INR,0,430600,430600,0,0,setl_iltaxvzwnxp6g9,2025-05-22T05:30:00Z,610399985117,processed,1098897,17370,3127,2025-05-22T05:30:00Z
pay_vkcmoazt1wyry2,payment,order_yjx28fvzh019jm,pay_vkcmoazt1wyry2,card,INR,0,145095,148602,2972,535,setl_iltaxvzwnxp6g9,2025-05-22T05:30:00Z,610399985117,processed,1098897,17370,3127,2025-05-22T05:30:00Z
pay_w17uazbq4k6ef6,payment,order_dtrvbk6j1x00zg,pay_w17uazbq4k6ef6,upi,INR,0,12800,12800,0,0,setl_iltaxvzwnxp6g9,2025-05-22T05:30:00Z,610399985117,processed,1098897,17370,3127,2025-05-22T05:30:00Z
